id,code,name,parent_id,lft,rgt,created_at,updated_at
221,0810-0/08,"Extração de saibro e beneficiamento associado",213,438,439,2013-02-26 01:03:43.166918,2013-02-26 01:04:21.273099
222,0810-0/09,"Extração de basalto e beneficiamento associado",213,440,441,2013-02-26 01:03:43.173418,2013-02-26 01:04:21.286268
223,0810-0/10,"Beneficiamento de gesso e caulim associado à extração",213,442,443,2013-02-26 01:03:43.347228,2013-02-26 01:04:21.293468
224,0810-0/99,"Extração e britamento de pedras e outros materiais para construção e beneficiamento associado",213,444,445,2013-02-26 01:03:43.357377,2013-02-26 01:04:21.304799
225,08.9,"Extração de outros minerais não-metálicos",211,448,475,2013-02-26 01:03:43.36472,2013-02-26 01:04:21.567397
226,08.91-6,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",225,449,452,2013-02-26 01:03:43.379193,2013-02-26 01:04:21.34774
227,0891-6/00,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",226,450,451,2013-02-26 01:03:43.388234,2013-02-26 01:04:21.343136
228,08.92-4,"Extração e refino de sal marinho e sal-gema",225,453,460,2013-02-26 01:03:43.395439,2013-02-26 01:04:21.4053
229,0892-4/01,"Extração de sal marinho",228,454,455,2013-02-26 01:03:43.40018,2013-02-26 01:04:21.368835
230,0892-4/02,"Extração de sal-gema",228,456,457,2013-02-26 01:03:43.40533,2013-02-26 01:04:21.377098
231,0892-4/03,"Refino e outros tratamentos do sal",228,458,459,2013-02-26 01:03:43.418981,2013-02-26 01:04:21.391881
232,08.93-2,"Extração de gemas (pedras preciosas e semipreciosas)",225,461,464,2013-02-26 01:03:43.423452,2013-02-26 01:04:21.48665
233,0893-2/00,"Extração de gemas (pedras preciosas e semipreciosas)",232,462,463,2013-02-26 01:03:43.429659,2013-02-26 01:04:21.479449
234,08.99-1,"Extração de minerais não-metálicos não especificados anteriormente",225,465,474,2013-02-26 01:03:43.438051,2013-02-26 01:04:21.555766
235,0899-1/01,"Extração de grafita",234,466,467,2013-02-26 01:03:43.444971,2013-02-26 01:04:21.496734
236,0899-1/02,"Extração de quartzo",234,468,469,2013-02-26 01:03:43.457395,2013-02-26 01:04:21.508569
237,0899-1/03,"Extração de amianto",234,470,471,2013-02-26 01:03:43.469323,2013-02-26 01:04:21.52586
238,0899-1/99,"Extração de outros minerais não-metálicos não especificados anteriormente",234,472,473,2013-02-26 01:03:43.475307,2013-02-26 01:04:21.546155
239,09,"ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS",,477,494,2013-02-26 01:03:43.47847,2013-02-26 01:04:21.709711
240,09.1,"Atividades de apoio à extração de petróleo e gás natural",239,478,483,2013-02-26 01:03:43.489808,2013-02-26 01:04:21.61854
241,09.10-6,"Atividades de apoio à extração de petróleo e gás natural",240,479,482,2013-02-26 01:03:43.496699,2013-02-26 01:04:21.614539
242,0910-6/00,"Atividades de apoio à extração de petróleo e gás natural",241,480,481,2013-02-26 01:03:43.500784,2013-02-26 01:04:21.593816
243,09.9,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",239,484,493,2013-02-26 01:03:43.507405,2013-02-26 01:04:21.700823
244,09.90-4,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",243,485,492,2013-02-26 01:03:43.522604,2013-02-26 01:04:21.694525
245,0990-4/01,"Atividades de apoio à extração de minério de ferro",244,486,487,2013-02-26 01:03:43.552333,2013-02-26 01:04:21.638117
246,0990-4/02,"Atividades de apoio à extração de minerais metálicos não-ferrosos",244,488,489,2013-02-26 01:03:43.55993,2013-02-26 01:04:21.656413
247,0990-4/03,"Atividades de apoio à extração de minerais não-metálicos",244,490,491,2013-02-26 01:03:43.569173,2013-02-26 01:04:21.688636
248,C,"INDÚSTRIAS DE TRANSFORMAÇÃO",,495,690,2013-02-26 01:03:43.572156,2013-02-26 01:04:24.094387
249,10,"FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS",248,496,689,2013-02-26 01:03:43.577504,2013-02-26 01:04:24.090466
250,10.1,"Abate e fabricação de produtos de carne",249,497,526,2013-02-26 01:03:43.581554,2013-02-26 01:04:21.90452
251,10.11-2,"Abate de reses, exceto suínos",250,498,509,2013-02-26 01:03:43.593398,2013-02-26 01:04:21.814389
252,1011-2/01,"Frigorífico - abate de bovinos",251,499,500,2013-02-26 01:03:43.598852,2013-02-26 01:04:21.744725
253,1011-2/02,"Frigorífico - abate de eqüinos",251,501,502,2013-02-26 01:03:43.606491,2013-02-26 01:04:21.765422
254,1011-2/03,"Frigorífico - abate de ovinos e caprinos",251,503,504,2013-02-26 01:03:43.610872,2013-02-26 01:04:21.776676
255,1011-2/04,"Frigorífico - abate de bufalinos",251,505,506,2013-02-26 01:03:43.61683,2013-02-26 01:04:21.785504
256,1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos",251,507,508,2013-02-26 01:03:43.627541,2013-02-26 01:04:21.807196
257,10.12-1,"Abate de suínos, aves e outros pequenos animais",250,510,519,2013-02-26 01:03:43.631449,2013-02-26 01:04:21.866171
258,1012-1/01,"Abate de aves",257,511,512,2013-02-26 01:03:43.638857,2013-02-26 01:04:21.823531
259,1012-1/02,"Abate de pequenos animais",257,513,514,2013-02-26 01:03:43.642812,2013-02-26 01:04:21.829207
260,1012-1/03,"Frigorífico - abate de suínos",257,515,516,2013-02-26 01:03:43.64857,2013-02-26 01:04:21.837768
261,1012-1/04,"Matadouro - abate de suínos sob contrato",257,517,518,2013-02-26 01:03:43.654988,2013-02-26 01:04:21.857536
262,10.13-9,"Fabricação de produtos de carne",250,520,525,2013-02-26 01:03:43.659577,2013-02-26 01:04:21.900263
263,1013-9/01,"Fabricação de produtos de carne",262,521,522,2013-02-26 01:03:43.668476,2013-02-26 01:04:21.87483
264,1013-9/02,"Preparação de subprodutos do abate",262,523,524,2013-02-26 01:03:43.675231,2013-02-26 01:04:21.881409
265,10.2,"Preservação do pescado e fabricação de produtos do pescado",249,527,534,2013-02-26 01:03:43.681415,2013-02-26 01:04:22.048668
266,10.20-1,"Preservação do pescado e fabricação de produtos do pescado",265,528,533,2013-02-26 01:03:43.6881,2013-02-26 01:04:22.045328
267,1020-1/01,"Preservação de peixes, crustáceos e moluscos",266,529,530,2013-02-26 01:03:43.694366,2013-02-26 01:04:21.961855
268,1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos",266,531,532,2013-02-26 01:03:43.698697,2013-02-26 01:04:22.036092
269,10.3,"Fabricação de conservas de frutas, legumes e outros vegetais",249,535,552,2013-02-26 01:03:43.706591,2013-02-26 01:04:22.302234
270,10.31-7,"Fabricação de conservas de frutas",269,536,539,2013-02-26 01:03:43.710603,2013-02-26 01:04:22.19706
271,1031-7/00,"Fabricação de conservas de frutas",270,537,538,2013-02-26 01:03:43.71524,2013-02-26 01:04:22.133243
272,10.32-5,"Fabricação de conservas de legumes e outros vegetais",269,540,545,2013-02-26 01:03:43.720569,2013-02-26 01:04:22.259454
273,1032-5/01,"Fabricação de conservas de palmito",272,541,542,2013-02-26 01:03:43.729638,2013-02-26 01:04:22.23866
274,1032-5/99,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",272,543,544,2013-02-26 01:03:43.733507,2013-02-26 01:04:22.248854
275,10.33-3,"Fabricação de sucos de frutas, hortaliças e legumes",269,546,551,2013-02-26 01:03:43.739951,2013-02-26 01:04:22.295759
276,1033-3/01,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",275,547,548,2013-02-26 01:03:43.749609,2013-02-26 01:04:22.278791
277,1033-3/02,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",275,549,550,2013-02-26 01:03:43.75652,2013-02-26 01:04:22.288067
278,10.4,"Fabricação de óleos e gorduras vegetais e animais",249,553,566,2013-02-26 01:03:43.771134,2013-02-26 01:04:22.727168
279,10.41-4,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",278,554,557,2013-02-26 01:03:43.776692,2013-02-26 01:04:22.321083
280,1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",279,555,556,2013-02-26 01:03:43.781795,2013-02-26 01:04:22.317472
281,10.42-2,"Fabricação de óleos vegetais refinados, exceto óleo de milho",278,558,561,2013-02-26 01:03:43.791218,2013-02-26 01:04:22.366833
282,1042-2/00,"Fabricação de óleos vegetais refinados, exceto óleo de milho",281,559,560,2013-02-26 01:03:43.796614,2013-02-26 01:04:22.347479
283,10.43-1,"Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais",278,562,565,2013-02-26 01:03:43.800434,2013-02-26 01:04:22.718675
284,1043-1/00,"Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais",283,563,564,2013-02-26 01:03:43.809513,2013-02-26 01:04:22.37742
285,10.5,"Laticínios",249,567,580,2013-02-26 01:03:43.816576,2013-02-26 01:04:22.86856
286,10.51-1,"Preparação do leite",285,568,571,2013-02-26 01:03:43.820772,2013-02-26 01:04:22.793212
287,1051-1/00,"Preparação do leite",286,569,570,2013-02-26 01:03:43.827393,2013-02-26 01:04:22.744842
288,10.52-0,"Fabricação de laticínios",285,572,575,2013-02-26 01:03:43.833394,2013-02-26 01:04:22.835654
289,1052-0/00,"Fabricação de laticínios",288,573,574,2013-02-26 01:03:43.838961,2013-02-26 01:04:22.826329
290,10.53-8,"Fabricação de sorvetes e outros gelados comestíveis",285,576,579,2013-02-26 01:03:43.850246,2013-02-26 01:04:22.864561
291,1053-8/00,"Fabricação de sorvetes e outros gelados comestíveis",290,577,578,2013-02-26 01:03:43.856502,2013-02-26 01:04:22.857758
292,10.6,"Moagem, fabricação de produtos amiláceos e de alimentos para animais",249,581,616,2013-02-26 01:03:43.860359,2013-02-26 01:04:23.246642
293,10.61-9,"Beneficiamento de arroz e fabricação de produtos do arroz",292,582,587,2013-02-26 01:03:43.867484,2013-02-26 01:04:22.918245
294,1061-9/01,"Beneficiamento de arroz",293,583,584,2013-02-26 01:03:43.874223,2013-02-26 01:04:22.885654
295,1061-9/02,"Fabricação de produtos do arroz",293,585,586,2013-02-26 01:03:43.878351,2013-02-26 01:04:22.910593
296,10.62-7,"Moagem de trigo e fabricação de derivados",292,588,591,2013-02-26 01:03:43.886997,2013-02-26 01:04:22.976959
297,1062-7/00,"Moagem de trigo e fabricação de derivados",296,589,590,2013-02-26 01:03:43.896592,2013-02-26 01:04:22.967242
298,10.63-5,"Fabricação de farinha de mandioca e derivados",292,592,595,2013-02-26 01:03:43.904098,2013-02-26 01:04:22.99746
299,1063-5/00,"Fabricação de farinha de mandioca e derivados",298,593,594,2013-02-26 01:03:43.91107,2013-02-26 01:04:22.99389
300,10.64-3,"Fabricação de farinha de milho e derivados, exceto óleos de milho",292,596,599,2013-02-26 01:03:43.91926,2013-02-26 01:04:23.078909
301,1064-3/00,"Fabricação de farinha de milho e derivados, exceto óleos de milho",300,597,598,2013-02-26 01:03:43.924897,2013-02-26 01:04:23.057318
302,10.65-1,"Fabricação de amidos e féculas de vegetais e de óleos de milho",292,600,607,2013-02-26 01:03:43.929243,2013-02-26 01:04:23.138517
303,1065-1/01,"Fabricação de amidos e féculas de vegetais",302,601,602,2013-02-26 01:03:43.934566,2013-02-26 01:04:23.108568
304,1065-1/02,"Fabricação de óleo de milho em bruto",302,603,604,2013-02-26 01:03:43.951389,2013-02-26 01:04:23.115346
305,1065-1/03,"Fabricação de óleo de milho refinado",302,605,606,2013-02-26 01:03:43.959472,2013-02-26 01:04:23.133714
306,10.66-0,"Fabricação de alimentos para animais",292,608,611,2013-02-26 01:03:43.96484,2013-02-26 01:04:23.155929
307,1066-0/00,"Fabricação de alimentos para animais",306,609,610,2013-02-26 01:03:43.971639,2013-02-26 01:04:23.150521
308,10.69-4,"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente",292,612,615,2013-02-26 01:03:43.976588,2013-02-26 01:04:23.238115
309,1069-4/00,"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente",308,613,614,2013-02-26 01:03:43.984056,2013-02-26 01:04:23.183215
310,10.7,"Fabricação e refino de açúcar",249,617,628,2013-02-26 01:03:43.998598,2013-02-26 01:04:23.377534
311,10.71-6,"Fabricação de açúcar em bruto",310,618,621,2013-02-26 01:03:44.007136,2013-02-26 01:04:23.304131
312,1071-6/00,"Fabricação de açúcar em bruto",311,619,620,2013-02-26 01:03:44.010841,2013-02-26 01:04:23.275578
313,10.72-4,"Fabricação de açúcar refinado",310,622,627,2013-02-26 01:03:44.015537,2013-02-26 01:04:23.370673
314,1072-4/01,"Fabricação de açúcar de cana refinado",313,623,624,2013-02-26 01:03:44.027244,2013-02-26 01:04:23.325123
315,1072-4/02,"Fabricação de açúcar de cereais (dextrose) e de beterraba",313,625,626,2013-02-26 01:03:44.033236,2013-02-26 01:04:23.345809
316,10.8,"Torrefação e moagem de café",249,629,640,2013-02-26 01:03:44.047925,2013-02-26 01:04:23.506133
317,10.81-3,"Torrefação e moagem de café",316,630,635,2013-02-26 01:03:44.056124,2013-02-26 01:04:23.41904
318,1081-3/01,"Beneficiamento de café",317,631,632,2013-02-26 01:03:44.06542,2013-02-26 01:04:23.392625
319,1081-3/02,"Torrefação e moagem de café",317,633,634,2013-02-26 01:03:44.070461,2013-02-26 01:04:23.399191
320,10.82-1,"Fabricação de produtos à base de café",316,636,639,2013-02-26 01:03:44.078462,2013-02-26 01:04:23.487703
321,1082-1/00,"Fabricação de produtos à base de café",320,637,638,2013-02-26 01:03:44.083257,2013-02-26 01:04:23.468219
322,10.9,"Fabricação de outros produtos alimentícios",249,641,688,2013-02-26 01:03:44.104083,2013-02-26 01:04:24.085471
323,10.91-1,"Fabricação de produtos de panificação",322,642,647,2013-02-26 01:03:44.116021,2013-02-26 01:04:23.545995
324,1091-1/01,"Fabricação de produtos de panificação Industrial",323,643,644,2013-02-26 01:03:44.121705,2013-02-26 01:04:23.527356
325,1091-1/02,"Fabricação de produtos de padaria e confeitaria com predominância de produção própria",323,645,646,2013-02-26 01:03:44.127115,2013-02-26 01:04:23.536165
326,10.92-9,"Fabricação de biscoitos e bolachas",322,648,651,2013-02-26 01:03:44.134566,2013-02-26 01:04:23.566038
327,1092-9/00,"Fabricação de biscoitos e bolachas",326,649,650,2013-02-26 01:03:44.138526,2013-02-26 01:04:23.561366
328,10.93-7,"Fabricação de produtos derivados do cacau, de chocolates e confeitos",322,652,657,2013-02-26 01:03:44.14902,2013-02-26 01:04:23.641135
329,1093-7/01,"Fabricação de produtos derivados do cacau e de chocolates",328,653,654,2013-02-26 01:03:44.155222,2013-02-26 01:04:23.594048
330,1093-7/02,"Fabricação de frutas cristalizadas, balas e semelhantes",328,655,656,2013-02-26 01:03:44.160152,2013-02-26 01:04:23.608882
331,10.94-5,"Fabricação de massas alimentícias",322,658,661,2013-02-26 01:03:44.171026,2013-02-26 01:04:23.665048
332,1094-5/00,"Fabricação de massas alimentícias",331,659,660,2013-02-26 01:03:44.17549,2013-02-26 01:04:23.658179
333,10.95-3,"Fabricação de especiarias, molhos, temperos e condimentos",322,662,665,2013-02-26 01:03:44.179714,2013-02-26 01:04:23.715979
334,1095-3/00,"Fabricação de especiarias, molhos, temperos e condimentos",333,663,664,2013-02-26 01:03:44.183954,2013-02-26 01:04:23.683284
335,10.96-1,"Fabricação de alimentos e pratos prontos",322,666,669,2013-02-26 01:03:44.188931,2013-02-26 01:04:23.778363
336,1096-1/00,"Fabricação de alimentos e pratos prontos",335,667,668,2013-02-26 01:03:44.195104,2013-02-26 01:04:23.740912
337,10.99-6,"Fabricação de produtos alimentícios não especificados anteriormente",322,670,687,2013-02-26 01:03:44.203277,2013-02-26 01:04:24.079683
338,1099-6/01,"Fabricação de vinagres",337,671,672,2013-02-26 01:03:44.209701,2013-02-26 01:04:23.895275
339,1099-6/02,"Fabricação de pós alimentícios",337,673,674,2013-02-26 01:03:44.219018,2013-02-26 01:04:23.911565
340,1099-6/03,"Fabricação de fermentos e leveduras",337,675,676,2013-02-26 01:03:44.224958,2013-02-26 01:04:23.918378
341,1099-6/04,"Fabricação de gelo comum",337,677,678,2013-02-26 01:03:44.229445,2013-02-26 01:04:23.973727
342,1099-6/05,"Fabricação de produtos para infusão (chá, mate, etc.)",337,679,680,2013-02-26 01:03:44.233184,2013-02-26 01:04:23.989025
343,1099-6/06,"Fabricação de adoçantes naturais e artificiais",337,681,682,2013-02-26 01:03:44.238714,2013-02-26 01:04:23.994776
344,1099-6/07,"Fabricação de alimentos dietéticos e complementos alimentares",337,683,684,2013-02-26 01:03:44.243811,2013-02-26 01:04:24.008725
345,1099-6/99,"Fabricação de outros produtos alimentícios não especificados anteriormente",337,685,686,2013-02-26 01:03:44.24837,2013-02-26 01:04:24.058779
346,11,"FABRICAÇÃO DE BEBIDAS",,691,728,2013-02-26 01:03:44.255401,2013-02-26 01:04:24.386866
347,11.1,"Fabricação de bebidas alcoólicas",346,692,709,2013-02-26 01:03:44.269438,2013-02-26 01:04:24.208915
348,11.11-9,"Fabricação de aguardentes e outras bebidas destiladas",347,693,698,2013-02-26 01:03:44.274529,2013-02-26 01:04:24.133743
349,1111-9/01,"Fabricação de aguardente de cana-de-açúcar",348,694,695,2013-02-26 01:03:44.278913,2013-02-26 01:04:24.115241
350,1111-9/02,"Fabricação de outras aguardentes e bebidas destiladas",348,696,697,2013-02-26 01:03:44.283261,2013-02-26 01:04:24.127308
351,11.12-7,"Fabricação de vinho",347,699,702,2013-02-26 01:03:44.293917,2013-02-26 01:04:24.152813
352,1112-7/00,"Fabricação de vinho",351,700,701,2013-02-26 01:03:44.298881,2013-02-26 01:04:24.148876
353,11.13-5,"Fabricação de malte, cervejas e chopes",347,703,708,2013-02-26 01:03:44.309315,2013-02-26 01:04:24.196149
354,1113-5/01,"Fabricação de malte, inclusive malte uísque",353,704,705,2013-02-26 01:03:44.316146,2013-02-26 01:04:24.160415
355,1113-5/02,"Fabricação de cervejas e chopes",353,706,707,2013-02-26 01:03:44.32248,2013-02-26 01:04:24.191368
356,11.2,"Fabricação de bebidas não-alcoólicas",346,710,727,2013-02-26 01:03:44.327101,2013-02-26 01:04:24.378447
357,11.21-6,"Fabricação de águas envasadas",356,711,714,2013-02-26 01:03:44.333095,2013-02-26 01:04:24.312132
358,1121-6/00,"Fabricação de águas envasadas",357,712,713,2013-02-26 01:03:44.338167,2013-02-26 01:04:24.282137
359,11.22-4,"Fabricação de refrigerantes e de outras bebidas não-alcoólicas",356,715,726,2013-02-26 01:03:44.346261,2013-02-26 01:04:24.374691
360,1122-4/01,"Fabricação de refrigerantes",359,716,717,2013-02-26 01:03:44.350462,2013-02-26 01:04:24.325871
361,1122-4/02,"Fabricação de chá mate e outros chás prontos para consumo",359,718,719,2013-02-26 01:03:44.358016,2013-02-26 01:04:24.342709
362,1122-4/03,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas",359,720,721,2013-02-26 01:03:44.365953,2013-02-26 01:04:24.356911
363,1122-4/04,"Fabricação de bebidas isotônicas",359,722,723,2013-02-26 01:03:44.373146,2013-02-26 01:04:24.364235
364,1122-4/99,"Fabricação de outras bebidas não-alcoólicas não especificadas anteriormente",359,724,725,2013-02-26 01:03:44.380567,2013-02-26 01:04:24.369394
365,12,"FABRICAÇÃO DE PRODUTOS DO FUMO",,729,748,2013-02-26 01:03:44.385984,2013-02-26 01:04:24.596889
366,12.1,"Processamento industrial do fumo",365,730,735,2013-02-26 01:03:44.39234,2013-02-26 01:04:24.467023
367,12.10-7,"Processamento industrial do fumo",366,731,734,2013-02-26 01:03:44.397391,2013-02-26 01:04:24.421414
368,1210-7/00,"Processamento industrial do fumo",367,732,733,2013-02-26 01:03:44.402117,2013-02-26 01:04:24.410788
